file,folder,keep,category,matched_class,folder_match,foods,note
nagasaki-champon/27.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼짬뽕(흰 국물, 양배추·채소)","전통 무늬 그릇의 흰 국물 짬뽕, 메인 1개"
nagasaki-champon/28.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼짬뽕(흰 국물, 양배추·콩나물·채소)","흰 국물 채소 면요리 단일, 나가사끼짬뽕"
nagasaki-champon/29.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼짬뽕(흰 국물, 버섯·당근·분홍어묵)","흰 국물에 버섯·어묵 토핑, 나가사끼짬뽕"
nagasaki-champon/3.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼짬뽕(흰 국물, 콩나물·양배추·분홍어묵)","전통 무늬 그릇의 흰 국물 짬뽕, 메인 1개"
nagasaki-champon/30.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"흰 국물 짬뽕(나가사끼짬뽕), 양배추·당근·어묵·고기 토핑",뽀얀 흰 국물에 채소·어묵 가득한 전형적 나가사끼짬뽕 단일 메인
nagasaki-champon/31.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"흰 국물 면요리(나가사끼짬뽕), 양배추·당근·조개",맑은 흰 국물에 채소·조개 올라간 나가사끼짬뽕 한 그릇
nagasaki-champon/32.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"흰 국물 짬뽕(나가사끼짬뽕), 숙주·양배추·당근·어묵",뽀얀 국물·채소 토핑 풍부한 나가사끼짬뽕 단일 메인
nagasaki-champon/33.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"흰 국물 짬뽕(나가사끼짬뽕), 숙주·양배추·당근",흰 국물에 채소 듬뿍 올린 나가사끼짬뽕 한 그릇
nagasaki-champon/34.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"흰 국물 면요리(나가사끼짬뽕), 면·숙주·당근·고기",면과 채소가 보이는 흰 국물 나가사끼짬뽕 탑뷰 단일 메인
nagasaki-champon/35.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"흰 국물 짬뽕(나가사끼짬뽕), 차슈 고기·채소",고기·채소 토핑의 흰 국물 나가사끼짬뽕 클로즈업 단일 메인
nagasaki-champon/36.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(흰 국물 차슈·양배추·당근·숙주 짬뽕),흰 국물 채소·차슈 나가사끼짬뽕 단일
nagasaki-champon/37.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(흰 국물·양배추·어묵·핑크어묵),"가장자리 단무지 곁들이 무시, 메인 짬뽕 1개"
nagasaki-champon/38.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(흰 국물·양배추·버섯·어묵),흰 국물 채소 짬뽕 단일
nagasaki-champon/39.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(흰 국물·채소·돼지고기·핑크어묵),흰 국물 나가사끼짬뽕 단일
nagasaki-champon/4.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(돌솥 걸쭉한 흰국물·양배추·햄·해물),돌솥 채소 듬뿍 흰국물 짬뽕 단일
nagasaki-champon/40.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(흰 국물·양배추·어묵),흰 국물 나가사끼짬뽕 단일
nagasaki-champon/41.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼 짬뽕(흰 국물에 양배추·돼지고기·채소),"흰 국물 짬뽕, 메인 단일"
nagasaki-champon/42.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"채소 볶음면(양배추·당근·어묵, 국물 거의 없음)",국물 적은 볶음 스타일이나 짬뽕 계열 단일 접시
nagasaki-champon/43.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼 짬뽕(흰 국물·양배추·돼지고기·어묵),"흰 국물 짬뽕, 메인 단일"
nagasaki-champon/44.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼 짬뽕(흰 국물·양배추·어묵·메추리알),"흰 국물 짬뽕, 메인 단일"
nagasaki-champon/45.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼 짬뽕(흰 국물·양배추·달걀·채소),"흰 국물 짬뽕, 메인 단일"
nagasaki-champon/46.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼 짬뽕(걸쭉한 흰 국물·채소·어묵·메추리알),"걸쭉한 흰 국물 짬뽕, 메인 단일"
nagasaki-champon/47.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(채소·새우·어묵 올린 흰 국물 면),뽀얀 국물에 채소·새우·분홍어묵 전형적 나가사끼짬뽕 단일
nagasaki-champon/48.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(채소·분홍어묵·메추리알 흰 국물 면),"뽀얀 국물 채소면, 메추리알·어묵 단일 메인"
nagasaki-champon/49.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(양배추·숙주·분홍어묵 흰 국물 면),흰 그릇 뽀얀 국물 채소면 단일
nagasaki-champon/5.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(양배추·숙주·분홍어묵 크림빛 국물 면),파란 테 그릇 뽀얀 국물 채소면 단일 메인
nagasaki-champon/50.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(양배추·숙주·채소·분홍어묵 흰 국물 면),뽀얀 국물 채소면 단일 메인
nagasaki-champon/6.jpg,nagasaki-champon,DROP,borderline_dropped,none,False,맑은 국물 해물 칼국수풍 전골(가리비·버섯·채소) + 단무지·반찬,"뽀얀 국물 아닌 맑은 해물 국물 면, 나가사끼짬뽕 아님·특정 클래스 불일치"
nagasaki-champon/7.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(우윳빛 국물·어묵·채소),"우윳빛 국물에 핑크 어묵·숙주·양배추, 전형적 나가사끼짬뽕 단일"
nagasaki-champon/8.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(우윳빛 국물·채소·어묵),"하얀 국물에 채소 듬뿍·핑크 어묵, 나가사끼짬뽕 단일 그릇"
nagasaki-champon/9.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(우윳빛 국물·채소),"메인은 우윳빛 짬뽕 한 그릇, 옆 작은 곁들이 접시는 사이드로 무시"
rice-noodle-soup/1.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(맑은 국물·닭고기·숙주·파),"맑은 국물에 쌀국수·찢은 고기·숙주, 쌀국수 단일"
rice-noodle-soup/10.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(맑은 국물·소고기·파),"메인은 소고기 쌀국수 한 그릇, 가장자리 튀김·단무지는 곁들이"
rice-noodle-soup/11.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(맑은 국물·파),"가는 면+맑은 국물 클로즈업, 쌀국수 단일 그릇"
rice-noodle-soup/12.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(소고기 쌀국수), 곁들임 생강·소스 종지","소고기 쌀국수 한 그릇 메인 단일, 곁들임 종지는 무시"
rice-noodle-soup/13.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,소고기 쌀국수(쌀면+숙주+고기),전형적 베트남 소고기 쌀국수 단일 메인
rice-noodle-soup/14.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,소고기 쌀국수(차슈/양지+쌀면),고기 가득한 쌀국수 한 그릇 단일 메인
rice-noodle-soup/15.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(숙주 올린 맑은 국물 쌀면),숙주 얹은 쌀국수 한 그릇 단일 메인
rice-noodle-soup/16.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수, 곁들임 고추·고수·차 종지들","쌀국수 그릇이 메인, 작은 곁들임 종지는 무시"
rice-noodle-soup/17.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"소고기 쌀국수, 곁들임 고수접시·음료·소스","쌀국수 그릇이 메인, 음료·고수·소스는 곁들임"
rice-noodle-soup/18.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(숙주·면이 든 베트남 쌀국수, PhoMein 그릇)",맑은 육수에 숙주 올린 단일 베트남 쌀국수 한 그릇
rice-noodle-soup/19.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(찢은 고기·파·고추 올린 국수),"고기 고명 올린 쌀국수 단일 그릇, 메인 명확"
rice-noodle-soup/2.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(소고기 슬라이스·국수),"소고기 쌀국수 단일 그릇, 젓가락으로 면 들어올림"
rice-noodle-soup/20.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(넓은 면·소고기, 베트남 포)",넓은 쌀면+소고기 든 베트남 쌀국수 단일 그릇
rice-noodle-soup/21.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(소고기·가는 면),"소고기 올린 쌀국수 단일 그릇, 청화백자 그릇"
rice-noodle-soup/22.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(찢은 고기 다량·국수),고기 고명 듬뿍 올린 쌀국수 단일 그릇
rice-noodle-soup/23.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(고기 고명, 면, 맑은 국물)","쌀국수 단일 그릇, 면+고기 고명 명확. 텍스트 일부 배경이나 메인은 쌀국수."
rice-noodle-soup/24.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(맑은 국물, 고기, 파)",맑은 쌀국수 한 그릇. 우측 곁들이 접시 일부 보이나 메인 단일.
rice-noodle-soup/25.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(숙주 고명, 맑은 국물, 고추)","숙주 듬뿍 올린 쌀국수 단일 그릇, 클로즈업."
rice-noodle-soup/26.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(소고기, 고수, 맑은 국물)",전형적 소고기 쌀국수(pho) 단일 그릇.
rice-noodle-soup/27.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(고기, 고수, 면)","쌀국수 단일 그릇, 우측 생강 곁들이는 무시. 메인 단일."
rice-noodle-soup/28.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(소고기, 고수, 파)","소고기 쌀국수 단일 그릇, 우측 생강 곁들이 무시."
rice-noodle-soup/29.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(소고기 쌀국수), 곁들이 숙주","소고기 쌀국수 1그릇 메인, 숙주는 곁들이 반찬."
rice-noodle-soup/3.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,소고기 쌀국수,"단일 소고기 쌀국수 그릇, 명확한 메인."
rice-noodle-soup/30.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"해물 쌀국수(새우·홍합), 매운 국물","매운 해물 쌀국수 1그릇, 새우는 토핑."
rice-noodle-soup/31.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"매운 소고기 쌀국수, 곁들이 튀김/샐러드","매운 소고기 쌀국수 그릇 메인, 뒤 튀김접시는 곁들이."
rice-noodle-soup/32.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"소고기 쌀국수, 곁들이 월남쌈","쌀국수 그릇이 메인, 찜기 월남쌈은 곁들이."
rice-noodle-soup/33.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"소고기 쌀국수, 뒤편 오믈렛 곁들이","쌀국수 그릇이 압도적 메인, 뒤 오믈렛은 곁들이."
rice-noodle-soup/34.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(소고기 쌀국수, 숙주·고수·고기 고명)","맑은 육수에 흰 쌀국수면+소고기+숙주, 전형적 쌀국수 단일 메인"
rice-noodle-soup/35.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(양지 고명, 양파·숙주, 곁들이 반찬)","맑은 국물 쌀국수 메인1개, 곁들이 반찬은 무시"
rice-noodle-soup/36.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,쌀국수(소고기·숙주·파 고명),"넓은 쌀면+소고기 슬라이스 쌀국수, 단일 메인"
rice-noodle-soup/37.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(차돌·소고기 고명, 숙주·파)","맑은 육수 쌀국수 클로즈업, 메인1개"
rice-noodle-soup/38.jpg,rice-noodle-soup,KEEP,single_in,rice-noodle-soup,True,"쌀국수(소뼈·양지 고명, 숙주, 곁들이 피클)","소뼈 올린 쌀국수, 메인1개+곁들이 무시"
